Trade Id,Exchange,Exchange Trade ID,Client Account ID,Product Code,Date,Opening/Closing,Buy/Sell,Qty,Trade Price,Premium(paid or held),Contract ID,Contract Size,Contract Value,Premium Value,Premium Deadline,Product Type,Option Type,Broker Account,Strike Price,Currency,Last Action
20220330000001CS,EURX,20220330000001CS,CLI2,TESB,20220330,0,Buy,100.0,100.005,Undef,5D87_F_F_20220600,50.0,-500025.0,0.0,19000101,Future,Undef,INDIABR,0.0,EUR,Transfer
20220330000001CW,EURX,20220330000001CW,CLIENT1,FGBL,20220330,0,Sell,0.0,157.0,Undef,3774_F_F_20220600,100000.0,0.0,0.0,19000101,Future,Undef,BROKER,0.0,EUR,P+S
202203300000019Q,EURX,202203300000019Q,CLIENT1,FGBL,20220330,0,Buy,0.0,158.0,Undef,3774_F_F_20220600,100000.0,0.0,0.0,19000101,Future,Undef,BROKER,0.0,EUR,P+S
20220330000001CV,HKFE,20220330000001CV,BH0006,HHHI,20220330,0,Buy,10.0,125.0,Undef,O972_F_F_20220900,50.0,-62500.0,0.0,19000101,Future,Undef,BHBR01,0.0,HKD,Insert
20220330000001CU,CCD,20220330000001CU,DLS002,BTC999,20220330,0,Buy,1.0,26455.11,Undef,9997_F_F_20230929,5.0,-132275.55,0.0,19000101,Future,Undef,CANADABR,0.0,USD,Amend
20220330000001CT,CCD,20220330000001CT,DLS001,BTC999,20220330,0,Buy,1.0,26455.11,Undef,9997_F_F_20230929,5.0,-132275.55,0.0,19000101,Future,Undef,CANADABR,0.0,USD,Amend
20220330000001AW,CCD,20220330000001AW,DLS001,BTC999,20220330,0,Buy,1.0,26001.0,Undef,9997_F_F_20231229,5.0,-130005.0,0.0,19000101,Future,Undef,CANADABR,0.0,USD,Amend
20220330000001CR,EURX,20220330000001CR,CLI1,OSTE,20220330,0,Buy,100.0,15.0001,Paid,N829_O_C_20220600_0_140.0,50.0,0.0,-75001.0,20220330,Option,Call,CANADABR,140.0,EUR,Insert
20220330000001CQ,EURX,20220330000001CQ,CLI1,FMUA,20220330,0,Buy,100.0,176.005,Undef,HI55_F_F_20220600,50.0,-880025.0,0.0,19000101,Future,Undef,CANADABR,0.0,USD,Insert
20220330000001CP,EURX,20220330000001CP,CLI1,FESW,20220330,0,Buy,100.0,176.005,Undef,4U61_F_F_20220600,50.0,-880025.0,0.0,19000101,Future,Undef,CANADABR,0.0,EUR,Insert
20220330000001CO,EURX,20220330000001CO,CLI1,BTAF,20220330,0,Buy,100.0,190.0069,Undef,OL19_F_F_20220400,100.0,-19000.69,0.0,19000101,Future,Undef,CANADABR,0.0,GBP,Amend
20220330000001BR,EURX,20220330000001BR,CLI1,SAP6,20220330,0,Buy,100.0,15.0001,Paid,OY50_O_C_20220617_0_89.0,50.0,0.0,-75001.0,20220330,Option,Call,CANADABR,89.0,EUR,Amend
20220330000001CD,IFUS,20220330000001CD,DLS005,99KC,20220330,0,Buy,1.0,150.0,Undef,9222_F_F_20220300,37500.0,-56250.0,0.0,19000101,Future,Undef,CANADABR,0.0,USD,Book
20220330000001CA,IFUS,20220330000001CA,DLS007,NCFC,20220330,0,Buy,1.0,150.0,Undef,2065_F_F_20220300,37500.0,-56250.0,0.0,19000101,Future,Undef,CANADABR,0.0,USD,Book
20220330000001CH,CME,CME_20220330_20230926100006,WNTEST70,ED1,20220330,0,Sell,6.0,94.6,Undef,2700_F_F_20220900,1000000.0,5919000.0,0.0,19000101,Future,Undef,WNBRK1,0.0,USD,Amend
20220330000001CF,CME,CME_20220330_20230926100003,WNTEST70,ED1,20220330,0,Sell,1.0,94.1,Undef,2700_F_F_20220900,1000000.0,985250.0,0.0,19000101,Future,Undef,WNBRK1,0.0,USD,Amend
20220330000001CE,CME,CME_20220330_20230926100002,WNTEST70,ED1,20220330,0,Buy,9.0,93.3,Undef,2700_F_F_20220900,1000000.0,-8849250.0,0.0,19000101,Future,Undef,WNBRK1,0.0,USD,Amend
20220330000001BV,LME,20220330000001BV,DLS001,1CAD,20220330,0,Buy,1.0,99.0,Undef,9990_F_F_20220411,1.0,-99.0,0.0,19000101,Future,Undef,CANADABR,0.0,USD,Amend
20220330000001CC,IFUS,20220330000001CC,DLS001,NSU,20220330,0,Buy,1.0,28.0,Undef,2055_F_F_20220300,112000.0,-31360.0,0.0,19000101,Future,Undef,CANADABR,0.0,USD,Amend
20220330000001CB,CME,CME_20220330_20230926100001,WNTEST70,ED1,20220330,0,Buy,9.0,93.2,Undef,2700_F_F_20220900,1000000.0,-8847000.0,0.0,19000101,Future,Undef,WNBRK1,0.0,USD,Amend
20220330000001C6,CBT,20220330000001C6,DLS001,CBO,20220330,0,Buy,100.0,99.0,Undef,2450_F_F_20220600,100000.0,-9900000.0,0.0,19000101,Future,Undef,CANADABR,0.0,USD,Insert
20220330000001C5,CBT,20220330000001C5,DLS001,CBO,20220330,0,Buy,100.0,99.0,Undef,2450_F_F_20221200,100000.0,-9900000.0,0.0,19000101,Future,Undef,CANADABR,0.0,USD,Insert
20220330000001C3,EURX,20220330000001C3,DLS001,ATXE,20220330,0,Sell,100.0,100.0,Undef,ES32_F_F_20221200,10.0,100000.0,0.0,19000101,Future,Undef,CANADABR,0.0,EUR,Insert
20220330000001C2,LME,20220330000001C2,DLS001,1CAD,20220330,0,Buy,1.0,100.0,Undef,9990_F_F_20220413,1.0,-100.0,0.0,19000101,Future,Undef,CANADABR,0.0,USD,Insert
20220330000001BY,EURX,20220330000001BY,DLS001,ATXE,20220330,0,Sell,100.0,99.0,Undef,ES32_F_F_20220600,10.0,99000.0,0.0,19000101,Future,Undef,CANADABR,0.0,EUR,Insert
20220330000001BQ,EURX,20220330000001BQ,CLI1,FGBL,20220330,0,Buy,1.0,160.0,Undef,3774_F_F_20220600,100000.0,-160000.0,0.0,19000101,Future,Undef,CANADABR,0.0,EUR,Insert
20220330000001BP,EURX,20220330000001BP,CLI1,1COV,20220330,0,Buy,1.0,0.1001,Paid,0L84_O_C_20220400_0_45.0,100.0,0.0,-10.01,20220330,Option,Call,CANADABR,45.0,EUR,Amend
20220330000001BO,LME,LME_20220330_8644421334_0,DAN02,DCA,20220330,Opening,Sell,10.0,8188.0,Undef,8771_F_F_20230926,25.0,2047000.0,0.0,19000101,Future,Undef,DANCBE01,0.0,USD,Amend
20220330000001BN,LME,LME_20220330_8644521334_0,DAN02,DCA,20220330,Opening,Buy,10.0,8188.0,Undef,8771_F_F_20230927,25.0,-2047000.0,0.0,19000101,Future,Undef,DANCBE01,0.0,USD,Amend
20220330000001BM,LME,LME_20220330_8643621334_0,DAN02,DCA,20220330,Opening,Sell,10.0,8188.0,Undef,8771_F_F_20231227,25.0,2047000.0,0.0,19000101,Future,Undef,DANCBE01,0.0,USD,Amend
20220330000001BK,EURX,20220330000001BK,EMR02,FGBL,20220330,0,Buy,10.0,125.0,Undef,3774_F_F_20220900,100000.0,-1250000.0,0.0,19000101,Future,Undef,INDIABR,0.0,EUR,Transfer
20220330000001BI,EURX,20220330000001BI,CLI1,ISAP,20220330,0,Buy,1.0,107.0,Undef,1296_F_F_20231200,100.0,-10700.0,0.0,19000101,Future,Undef,CANADABR,0.0,EUR,Insert
20220330000001BH,CBT,20220330000001BH,PAMCACC1,CPY1,20220330,0,Buy,1.0,2.125,Paid,VQ46_O_C_20220400_0_545.0,5000.0,0.0,-106.25,20220330,Option,Call,PAMBRO1,545.0,USD,Insert
20220330000000RW,CME,20220330000000RW,WNTEST08,ED1,20220330,0,Buy,1.0,98.3,Undef,2700_F_F_20220800,1000000.0,-995750.0,0.0,19000101,Future,Undef,WNBRK1,0.0,USD,Deliver
20220330000000W5,CME,20220330000000W5,WNTEST80,ED1,20220330,0,Sell,14.0,98.2,Undef,2700_F_F_20220500,1000000.0,13937000.0,0.0,19000101,Future,Undef,WNBRK1,0.0,USD,Deliver
20220330000000ZP,CME,20220330000000ZP,WNTEST08,ED1,20220330,0,Sell,0.0,98.5,Undef,2700_F_F_20220800,1000000.0,0.0,0.0,19000101,Future,Undef,WNBRK1,0.0,USD,P+S
20220330000000RY,CME,20220330000000RY,WNTEST08,ED1,20220330,0,Buy,17.0,98.7,Undef,2700_F_F_20220800,1000000.0,-16944750.0,0.0,19000101,Future,Undef,WNBRK1,0.0,USD,P+S
20220330000001BF,CME,20220330000001BF,WNTEST08,ED1,20220330,0,Buy,3.0,93.0,Undef,2700_F_F_20220500,1000000.0,-2947500.0,0.0,19000101,Future,Undef,WNBRK1,0.0,USD,Exercise
20220330000000Z6,CME,20220330000000Z6,WNTEST08,ED1,20220330,0,Buy,7.0,1.0,Paid,2700_O_C_20220500_0_93.0,1000000.0,0.0,-17500.0,20220330,Option,Call,WNBRK1,93.0,USD,Exercise
20220330000000YD,CME,20220330000000YD,WNTEST80,ED1,20220330,0,Sell,98.0,1.0,Paid,2700_O_P_20220600_0_92.5,1000000.0,0.0,245000.0,20220330,Option,Put,WNBRK1,92.5,USD,Assigned
20220330000001BG,CME,20220330000001BG,WNTEST80,ED1,20220330,0,Buy,2.0,92.5,Undef,2700_F_F_20220600,1000000.0,-1962500.0,0.0,19000101,Future,Undef,WNBRK1,0.0,USD,Assigned
202203300000004B,CME,202203300000004B,DJEC01,ED1,20220330,0,Buy,0.0,97.0,Undef,2700_F_F_20240900,1000000.0,0.0,0.0,19000101,Future,Undef,DJEB01,0.0,USD,P+S
202203300000004C,CME,202203300000004C,DJEC01,ED1,20220330,0,Sell,0.0,146.0,Undef,2700_F_F_20240900,1000000.0,0.0,0.0,19000101,Future,Undef,DJEB01,0.0,USD,P+S
202203300000009Z,CME,202203300000009Z,DJEC01,ED1,20220330,0,Buy,0.0,12.0,Paid,2700_O_C_20220900_0_93.0,1000000.0,0.0,0.0,20220330,Option,Call,DJEB01,93.0,USD,Expired
202203300000009X,CME,202203300000009X,DJEC01,ED1,20220330,0,Buy,0.0,12.0,Paid,2700_O_C_20220900_0_93.0,1000000.0,0.0,0.0,20220330,Option,Call,DJEB01,93.0,USD,Expired
20220330000000H2,CME,20220330000000H2,DJEC01,ED1,20220330,0,Buy,0.0,4.0,Paid,2700_O_C_20220900_0_93.0,1000000.0,0.0,0.0,20220330,Option,Call,DJEB01,93.0,USD,Expired
202203300000009Y,CME,202203300000009Y,DJEC01,ED1,20220330,0,Buy,0.0,5.0,Paid,2700_O_C_20220900_0_93.0,1000000.0,0.0,0.0,20220330,Option,Call,DJEB01,93.0,USD,Expired
202203300000003D,CME,202203300000003D,RLACC1,ED1,20220330,0,Sell,0.0,96.5,Undef,2700_F_F_20240900,1000000.0,0.0,0.0,19000101,Future,Undef,BR3,0.0,USD,P+S
2022033000000038,CME,2022033000000038,RLACC1,ED1,20220330,0,Buy,0.0,95.0,Undef,2700_F_F_20240900,1000000.0,0.0,0.0,19000101,Future,Undef,BR3,0.0,USD,P+S
202203300000002L,CME,202203300000002L,RLACC1,ED1,20220330,0,Sell,0.0,99.7,Undef,2700_F_F_20240600,1000000.0,0.0,0.0,19000101,Future,Undef,BR3,0.0,USD,P+S
202203300000002K,CME,202203300000002K,RLACC1,ED1,20220330,0,Buy,14.0,99.5,Undef,2700_F_F_20240600,1000000.0,-13982500.0,0.0,19000101,Future,Undef,BR3,0.0,USD,P+S
20220330000000XF,CME,20220330000000XF,RLACC1,ED1,20220330,0,Buy,0.0,98.2,Undef,2700_F_F_20250900,1000000.0,0.0,0.0,19000101,Future,Undef,BR3,0.0,USD,P+S
202203300000004I,CME,202203300000004I,RLACC1,ED1,20220330,0,Sell,30.0,98.5,Undef,2700_F_F_20250900,1000000.0,29887500.0,0.0,19000101,Future,Undef,BR3,0.0,USD,P+S
20220330000000GR,CME,20220330000000GR,WNTEST221,ED1,20220330,0,Sell,0.0,94.25,Undef,2700_F_F_20220400,1000000.0,0.0,0.0,19000101,Future,Undef,WNBRK1,0.0,USD,P+S
20220330000000GP,CME,20220330000000GP,WNTEST221,ED1,20220330,0,Buy,0.0,95.25,Undef,2700_F_F_20220400,1000000.0,0.0,0.0,19000101,Future,Undef,WNBRK1,0.0,USD,P+S
20220330000000GL,CME,20220330000000GL,WNTEST211,ED1,20220330,0,Sell,0.0,94.0,Undef,2700_F_F_20220400,1000000.0,0.0,0.0,19000101,Future,Undef,WNBRK1,0.0,USD,P+S
20220330000000GJ,CME,20220330000000GJ,WNTEST211,ED1,20220330,0,Buy,0.0,95.0,Undef,2700_F_F_20220400,1000000.0,0.0,0.0,19000101,Future,Undef,WNBRK1,0.0,USD,P+S
20220330000000AP,CME,20220330000000AP,RLACC8,ED1,20220330,0,Buy,0.0,97.0,Undef,2700_F_F_20270300,1000000.0,0.0,0.0,19000101,Future,Undef,RLCLEAR1,0.0,USD,P+S
20220330000000AT,CME,20220330000000AT,RLACC8,ED1,20220330,0,Sell,0.0,99.5,Undef,2700_F_F_20270300,1000000.0,0.0,0.0,19000101,Future,Undef,RLCLEAR1,0.0,USD,P+S
20220330000000Z7,CME,20220330000000Z7,WNTEST82,ED1,20220330,0,Sell,0.0,98.1,Undef,2700_F_F_20220400,1000000.0,0.0,0.0,19000101,Future,Undef,WNBRK1,0.0,USD,P+S
20220330000000Z8,CME,20220330000000Z8,WNTEST82,ED1,20220330,0,Buy,1.0,98.0,Undef,2700_F_F_20220400,1000000.0,-995000.0,0.0,19000101,Future,Undef,WNBRK1,0.0,USD,P+S
20220330000000SK,CME,20220330000000SK,WNTEST08H,ED1,20220330,0,Buy,0.0,98.3,Undef,2700_F_F_20220800,1000000.0,0.0,0.0,19000101,Future,Undef,WNBRK1,0.0,USD,P+S
20220330000000SL,CME,20220330000000SL,WNTEST08H,ED1,20220330,0,Buy,5.0,98.7,Undef,2700_F_F_20220800,1000000.0,-4983750.0,0.0,19000101,Future,Undef,WNBRK1,0.0,USD,P+S
20220330000000SJ,CME,20220330000000SJ,WNTEST08H,ED1,20220330,0,Sell,0.0,98.5,Undef,2700_F_F_20220800,1000000.0,0.0,0.0,19000101,Future,Undef,WNBRK1,0.0,USD,P+S
202203300000011N,CME,202203300000011N,WNCLT33,ED1,20220330,0,Buy,0.0,98.11,Undef,2700_F_F_20220400,1000000.0,0.0,0.0,19000101,Future,Undef,WNBRK33,0.0,USD,P+S
202203300000011O,CME,202203300000011O,WNCLT33,ED1,20220330,0,Sell,2.0,98.12,Undef,2700_F_F_20220400,1000000.0,1990600.0,0.0,19000101,Future,Undef,WNBRK33,0.0,USD,P+S
20220330000000TX,CME,20220330000000TX,WNCLT2,ED1,20220330,0,Buy,0.0,1.3,Paid,2700_O_C_20220500_0_95.0,1000000.0,0.0,0.0,20220330,Option,Call,WNBRK2,95.0,USD,P+S
20220330000000TV,CME,20220330000000TV,WNCLT2,ED1,20220330,0,Sell,0.0,1.1,Paid,2700_O_C_20220500_0_95.0,1000000.0,0.0,0.0,20220330,Option,Call,WNBRK2,95.0,USD,P+S
202203300000006P,CME,202203300000006P,DJEC02,ED1,20220330,0,Sell,0.0,99.0,Undef,2700_F_F_20220500,1000000.0,0.0,0.0,19000101,Future,Undef,DJEB01,0.0,USD,P+S
202203300000006Q,CME,202203300000006Q,DJEC02,ED1,20220330,0,Buy,2.0,100.0,Undef,2700_F_F_20220500,1000000.0,-2000000.0,0.0,19000101,Future,Undef,DJEB01,0.0,USD,P+S
20220330000001BE,CME,20220330000001BE,DAN02,ED1,20220330,0,Buy,17.0,97.0864705882353,Undef,2700_F_F_20220400,1000000.0,-16876175.0,0.0,19000101,Future,Undef,DANCBE01,0.0,USD,Merge
202203300000010K,CME,202203300000010K,DAN02,ED1,20220330,0,Buy,7.0,97.21,Undef,2700_F_F_20220400,1000000.0,-6951175.0,0.0,19000101,Future,Undef,DANCBE01,0.0,USD,Merge
202203300000010C,CME,202203300000010C,DAN02,ED1,20220330,0,Buy,10.0,97.0,Undef,2700_F_F_20220400,1000000.0,-9925000.0,0.0,19000101,Future,Undef,DANCBE01,0.0,USD,Merge
202203300000011K,CME,202203300000011K,DAN04,ED1,20220330,0,Sell,0.0,94.0,Undef,2700_F_F_20220400,1000000.0,0.0,0.0,19000101,Future,Undef,DANCBE01,0.0,USD,P+S
20220330000001BD,CME,20220330000001BD,DAN04,ED1,20220330,0,Buy,5.0,94.125,Undef,2700_F_F_20220400,1000000.0,-4926562.5,0.0,19000101,Future,Undef,DANCBE01,0.0,USD,P+S
20220330000000T0,CME,20220330000000T0,WNTEST94,ED1,20220330,0,Sell,0.0,98.0,Undef,2700_F_F_20220400,1000000.0,0.0,0.0,19000101,Future,Undef,WNBRK9,0.0,USD,P+S
20220330000000TL,CME,20220330000000TL,WNTEST94,ED1,20220330,0,Buy,0.0,98.0,Undef,2700_F_F_20220400,1000000.0,0.0,0.0,19000101,Future,Undef,WNBRK9,0.0,USD,P+S
20220330000000TM,CME,20220330000000TM,WNTEST94,ED1,20220330,0,Sell,2.0,98.3,Undef,2700_F_F_20220400,1000000.0,1991500.0,0.0,19000101,Future,Undef,WNBRK9,0.0,USD,P+S
20220330000000SZ,CME,20220330000000SZ,WNTEST94,ED1,20220330,0,Buy,0.0,98.2,Undef,2700_F_F_20220400,1000000.0,0.0,0.0,19000101,Future,Undef,WNBRK9,0.0,USD,P+S
20220330000000HT,CME,20220330000000HT,CLIENT1,JY,20220330,0,Sell,9.0,82.5,Undef,2735_F_F_20220400,12500000.0,928125.0,0.0,19000101,Future,Undef,LMEOSA,0.0,USD,P+S
20220330000000IA,CME,20220330000000IA,CLIENT1,JY,20220330,0,Buy,0.0,76.5,Undef,2735_F_F_20220400,12500000.0,0.0,0.0,19000101,Future,Undef,LMEOSA,0.0,USD,P+S
202203300000010J,CME,202203300000010J,DAN04,ED1,20220330,0,Buy,5.0,94.25,Undef,2700_F_F_20220400,1000000.0,-4928125.0,0.0,19000101,Future,Undef,DANCBE01,0.0,USD,Merge
20220330000001BB,CME,20220330000001BB,DAN04,ED1,20220330,0,Buy,5.0,94.0,Undef,2700_F_F_20220400,1000000.0,-4925000.0,0.0,19000101,Future,Undef,DANCBE01,0.0,USD,Merge
20220330000000U6,CME,20220330000000U6,HSE6,ES,20220330,0,Buy,0.0,4700.0,Undef,2711_F_F_20220600,50.0,0.0,0.0,19000101,Future,Undef,CMEHSE,0.0,USD,P+S
20220330000000U7,CME,20220330000000U7,HSE6,ES,20220330,0,Sell,1.0,4702.0,Undef,2711_F_F_20220600,50.0,235100.0,0.0,19000101,Future,Undef,CMEHSE,0.0,USD,P+S
20220330000000SU,CME,20220330000000SU,WNTEST91,ED1,20220330,0,Buy,3.0,98.5,Undef,2700_F_F_20220500,1000000.0,-2988750.0,0.0,19000101,Future,Undef,WNBRK1,0.0,USD,P+S
20220330000000SV,CME,20220330000000SV,WNTEST91,ED1,20220330,0,Sell,0.0,98.7,Undef,2700_F_F_20220500,1000000.0,0.0,0.0,19000101,Future,Undef,WNBRK1,0.0,USD,P+S
202203300000013A,CME,202203300000013A,WNCLH2,ED1,20220330,0,Buy,0.0,99.1,Undef,2700_F_F_20220900,1000000.0,0.0,0.0,19000101,Future,Undef,WNBRH2,0.0,USD,P+S
2022033000000136,CME,2022033000000136,WNCLH2,ED1,20220330,0,Sell,0.0,99.0,Undef,2700_F_F_20220900,1000000.0,0.0,0.0,19000101,Future,Undef,WNBRH2,0.0,USD,P+S
202203300000012M,CME,202203300000012M,WNCLHIST5,ED1,20220330,0,Sell,0.0,98.2,Undef,2700_F_F_20220600,1000000.0,0.0,0.0,19000101,Future,Undef,WNBRK1,0.0,USD,P+S
202203300000012L,CME,202203300000012L,WNCLHIST5,ED1,20220330,0,Buy,0.0,98.1,Undef,2700_F_F_20220600,1000000.0,0.0,0.0,19000101,Future,Undef,WNBRK1,0.0,USD,P+S
202203300000011L,CME,202203300000011L,DAN02,ED1,20220330,0,Buy,0.0,0.1,Paid,2700_O_C_20220700_0_93.0,1000000.0,0.0,0.0,20220330,Option,Call,DANCBE01,93.0,USD,P+S
202203300000011M,CME,202203300000011M,DAN02,ED1,20220330,0,Sell,0.0,0.2,Paid,2700_O_C_20220700_0_93.0,1000000.0,0.0,0.0,20220330,Option,Call,DANCBE01,93.0,USD,P+S
2022033000000101,CME,2022033000000101,PATXX2,ED1,20220330,0,Buy,1.0,99.0,Undef,2700_F_F_20221200,1000000.0,-997500.0,0.0,19000101,Future,Undef,PATBRK,0.0,USD,P+S
20220330000000UL,CME,20220330000000UL,PATXX2,ED1,20220330,0,Sell,0.0,99.125,Undef,2700_F_F_20221200,1000000.0,0.0,0.0,19000101,Future,Undef,PATBRK,0.0,USD,P+S
202203300000013B,CME,202203300000013B,WNCLH3,ED1,20220330,0,Buy,0.0,99.0,Undef,2700_F_F_20221200,1000000.0,0.0,0.0,19000101,Future,Undef,WNBRH3,0.0,USD,P+S
202203300000013C,CME,202203300000013C,WNCLH3,ED1,20220330,0,Sell,0.0,99.0,Undef,2700_F_F_20221200,1000000.0,0.0,0.0,19000101,Future,Undef,WNBRH3,0.0,USD,P+S
20220330000000KG,CME,20220330000000KG,WNRNDTURN,ED1,20220330,0,Sell,0.0,1.0,Paid,2700_O_C_20220400_0_98.0,1000000.0,0.0,0.0,20220330,Option,Call,WNBRK1,98.0,USD,P+S
20220330000000KF,CME,20220330000000KF,WNRNDTURN,ED1,20220330,0,Buy,0.0,1.0,Paid,2700_O_C_20220400_0_98.0,1000000.0,0.0,0.0,20220330,Option,Call,WNBRK1,98.0,USD,P+S
20220330000000HR,CME,20220330000000HR,CLIENT1,3JY,20220330,0,Buy,0.0,5.0,Paid,1F69_O_C_20220400_0_76.5,12500000.0,0.0,0.0,20220330,Option,Call,LMEOSA,76.5,USD,P+S
20220330000000HS,CME,20220330000000HS,CLIENT1,3JY,20220330,0,Buy,0.0,5.0,Paid,1F69_O_C_20220400_0_76.5,12500000.0,0.0,0.0,20220330,Option,Call,LMEOSA,76.5,USD,P+S
20220330000001BC,NDEX,20220330000001BC,PAMCACC1,GXCC,20220330,0,Buy,25.0,65.55,Held,1P98_O_C_20240100_0_200.0,8784.0,-14394780.0,-14394780.0,20220330,Option,Call,PAMBRO1,200.0,EUR,Insert
20220330000000VN,CME,20220330000000VN,DAN02,ED1,20220330,0,Buy,10.0,93.0,Undef,2700_F_F_20220400,1000000.0,-9825000.0,0.0,19000101,Future,Undef,DANCBE01,0.0,USD,ReverseP+S
20220330000000VO,CME,20220330000000VO,DJEC01,ED1,20220330,0,Buy,10.0,94.0,Undef,2700_F_F_20220400,1000000.0,-9850000.0,0.0,19000101,Future,Undef,DJEB01,0.0,USD,Book
20220330000001BA,SGX,20220330000001BA,SINGCLI01,JG,20220330,0,Buy,50.0,150.0,Undef,R523_F_F_20220600,100000000.0,-7500000000.0,0.0,19000101,Future,Undef,IANCBA01,0.0,JPY,Insert
20220330000001B9,CME,20220330000001B9,SINGCLI01,ED1,20220330,0,Buy,1.0,99.0,Undef,2700_F_F_20220100,1000000.0,-997500.0,0.0,19000101,Future,Undef,IANCBA01,0.0,USD,Charges
20220330000001B8,CME,20220330000001B8,PGC222,ED1,20220330,0,Buy,10.0,99.0,Undef,2700_F_F_20230300,1000000.0,-9975000.0,0.0,19000101,Future,Undef,PGB001,0.0,USD,Insert
20220330000000KH,CME,20220330000000KH,WNCLT3,ED1,20220330,0,Buy,1997.0,98.0,Undef,2700_F_F_20220400,1000000.0,-1987015000.0,0.0,19000101,Future,Undef,WNBRK2,0.0,USD,Transfer
20220330000001B7,CME,20220330000001B7,WNCLT1,ED1,20220330,0,Buy,13.0,1.0,Paid,2700_O_C_20220400_0_94.0,1000000.0,0.0,-32500.0,20220330,Option,Call,WNBRK1,94.0,USD,Insert
20220330000001B6,CME,20220330000001B6,WNCLT1,ED1,20220330,0,Buy,12.0,1.2,Paid,2700_O_C_20220400_0_94.0,1000000.0,0.0,-36000.0,20220330,Option,Call,WNBRK1,94.0,USD,Insert
20220330000001B5,EURX,20220330000001B5,NIBCL3,EBMF,20220330,0,Buy,1.0,80.0,Undef,M242_F_F_20220600,100.0,-8000.0,0.0,19000101,Future,Undef,NIBBR2,0.0,EUR,Charges
20220330000001B4,EURX,20220330000001B4,PAMCACC1,B2A,20220330,0,Buy,1.0,24.15,Undef,HN72_F_F_20261200,1000.0,-241.5,0.0,19000101,Future,Undef,PAMBRO1,0.0,GBP,Amend
20220330000001B3,EURX,20220330000001B3,DICL1,FGBL,20220330,0,Buy,211.0,160.0,Undef,3774_F_F_20220600,100000.0,-33760000.0,0.0,19000101,Future,Undef,LMEOSA,0.0,EUR,Merge
20220330000001B2,EURX,20220330000001B2,DICL1,FGBL,20220330,0,Buy,111.0,160.0,Undef,3774_F_F_20220600,100000.0,-17760000.0,0.0,19000101,Future,Undef,LMEOSA,0.0,EUR,Merge
20220330000001B1,EURX,20220330000001B1,DICL1,FGBL,20220330,0,Buy,100.0,160.0,Undef,3774_F_F_20220600,100000.0,-16000000.0,0.0,19000101,Future,Undef,LMEOSA,0.0,EUR,Merge
2020101200000001,CME,2020101200000001,DAN01,ES,20201012,0,Sell,10.0,4525.0,Undef,2711_F_F_20220600,50.0,2262500.0,0.0,19000101,Future,Undef,0,0.0,USD,Amend
20220330000001B0,EURX,20220330000001B0,E2000,FGBL,20220330,0,Buy,100.0,158.0,Undef,3774_F_F_20220900,100000.0,-15800000.0,0.0,19000101,Future,Undef,B2000,0.0,EUR,Insert
2021080300000001,CME,2021080300000001,DAN01,ES,20210803,0,Sell,1.0,4500.0,Undef,2711_F_F_20220600,50.0,225000.0,0.0,19000101,Future,Undef,0,0.0,USD,Insert
2020102000000001,EURX,2020102000000001,DAN01,FGBL,20201020,0,Buy,10.0,158.0,Undef,3774_F_F_20220600,100000.0,-1580000.0,0.0,19000101,Future,Undef,0,0.0,EUR,Insert
20220330000001AT,IFLL,20220330000001AT,CLIENT1,LST,20220330,0,Buy,100.0,95.0,Undef,0151_F_F_20220300,500000.0,-49375000.0,0.0,19000101,Future,Undef,BROKER,0.0,GBP,Exercise
2022033000000173,IFLL,2022033000000173,CLIENT1,LST,20220330,0,Buy,0.0,66.0,Held,0151_O_C_20220300_0_95.0,500000.0,0.0,0.0,20220330,Option,Call,BROKER,95.0,GBP,Exercise
20220330000001A7,EEX,20220330000001A7,BH0001,F1BQ,20220330,0,Sell,2.0,182.15,Undef,R194_F_F_20230100,2159.0,786523.7,0.0,19000101,Future,Undef,BHBR01,0.0,EUR,ReverseCascade
20220330000001AD,EEX,20220330000001AD,BH0001,F1BQ,20220330,0,Sell,2.0,182.15,Undef,R194_F_F_20230700,2208.0,804374.4,0.0,19000101,Future,Undef,BHBR01,0.0,EUR,ReverseCascade
20220330000001AG,EEX,20220330000001AG,BH0001,F1BQ,20220330,0,Sell,2.0,182.15,Undef,R194_F_F_20231000,2209.0,804738.7,0.0,19000101,Future,Undef,BHBR01,0.0,EUR,ReverseCascade
20220330000001AA,EEX,20220330000001AA,BH0001,F1BQ,20220330,0,Sell,2.0,182.15,Undef,R194_F_F_20230400,2184.0,795631.2,0.0,19000101,Future,Undef,BHBR01,0.0,EUR,ReverseCascade
20220330000001AB,EEX,20220330000001AB,BH0004,F1BQ,20220330,0,Sell,2.0,182.15,Undef,R194_F_F_20230400,2184.0,795631.2,0.0,19000101,Future,Undef,BHBR01,0.0,EUR,ReverseCascade
20220330000001AF,EEX,20220330000001AF,BH0004,F1BQ,20220330,0,Sell,2.0,182.15,Undef,R194_F_F_20230700,2208.0,804374.4,0.0,19000101,Future,Undef,BHBR01,0.0,EUR,ReverseCascade
20220330000001A8,EEX,20220330000001A8,BH0004,F1BQ,20220330,0,Sell,2.0,182.15,Undef,R194_F_F_20230100,2159.0,786523.7,0.0,19000101,Future,Undef,BHBR01,0.0,EUR,ReverseCascade
